OBJECTID,OBJECTID_1,Area_acres,curve_numbers_csv_CN,AREA,PERCENTAGE
430,78,25.801981441900001,39,2.281647539777071,7.637431642611612
431,78,25.801981441900001,42,7.226226222935050,24.188577705172765
432,78,25.801981441900001,55,3.679399130046091,12.316170158497524
433,78,25.801981441900001,60,0.029405540394593,0.098430104020229
434,78,25.801981441900001,61,1.235774012717294,4.136545800043394
435,78,25.801981441900001,73,0.048556207458298,0.162533743193067
436,78,25.801981441900001,74,0.701655730676016,2.348674624919660
437,78,25.801981441900001,77,0.076479115564088,0.256000984825721
438,78,25.801981441900001,NA,4.113686837974634,13.769875266191237
439,79,15.467240862900001,0,0.065235820707332,0.364275890094421
440,79,15.467240862900001,36,3.856573688558049,21.535052335998607
441,79,15.467240862900001,39,0.443801265115029,2.478179918975684
442,79,15.467240862900001,42,5.601137681716236,31.276672730190324
443,79,15.467240862900001,55,0.833486451688749,4.654176429123042
444,79,15.467240862900001,60,0.618875427884516,3.455791540687417
445,79,15.467240862900001,61,0.712899025532772,3.980817965615171
446,79,15.467240862900001,NA,5.852567407359078,32.680652723262575
447,80,5.581131612180000,0,0.495940500604601,7.674969815026903
448,80,5.581131612180000,42,4.682399873421315,72.462881427476205
449,80,5.581131612180000,60,0.343105822167159,5.309763621407501
450,80,5.581131612180000,61,0.818783681491452,12.671157190877747
451,81,5.454204150510000,0,0.154564416107712,2.447654166352792
452,81,5.454204150510000,42,4.828933364631345,76.470116257180294
453,81,5.454204150510000,60,0.160742050644391,2.545482070683439
454,81,5.454204150510000,61,0.504218530883751,7.984713551467423
455,81,5.454204150510000,NA,0.719200212760185,11.389124622173943
456,82,1.503922038140000,42,0.971124149165960,55.763083033156235
457,82,1.503922038140000,61,0.060911476531656,3.497608134267942
458,82,1.503922038140000,62,0.527817094813865,30.307874137104761
