Name          ,FromNode       ,ToNode         ,Length    ,Roughness ,InOffset  ,OutOffset ,InitFlow  ,MaxFlow   
27083,41957,41958,29.56529076,1.18,0,0,0,0
6463,16083,2303,32.95506622,1.18,0,0,0,0
47017,33629,23657,14.24108817,1.18,0,0,0,0
50552,19826,52082,18.46600118,1.18,0,0,0,0
34897,31010,53133,110.8617343,1.18,0,0,0,0
8467,43765,2278,20.88062348,1.18,0,0,0,0
54051,29924,48341,27.0839823,1.18,0,0,0,0
31268,46467,2197,46.84377605,1.18,0,0,0,0
22510,30881,25354,7.541864952,1.18,0,0,0,0
44003,20762,2278,13.38415938,1.18,0,0,0,0
41645,50187,45745,208.648393,1.18,0,0,0,0
6459,2283,31010,164.7059868,1.18,0,0,0,0
21977,46479,58434,18.72970823,1.18,0,0,0,0
6460,2290,2293,346.2161212,1.18,0,0,0,0
6568,2281,35544,21.61497057,1.18,0,0,0,0
5210,26352,33680,49.21448468,1.18,0,0,0,0
45680,55716,30889,27.42515321,1.18,0,0,0,0
24151,24540,55719,196.3033786,1.18,0,0,0,0
29243,35587,2634,22.44448788,1.18,0,0,0,0
50375,35544,55717,98.06882704,1.18,0,0,0,0
36636,11459,43767,42.3482177,1.18,0,0,0,0
6227,2289,2290,19.73332847,1.18,0,0,0,0
6229,16082,2292,24.21028521,1.18,0,0,0,0
6226,18902,51090,20.40556727,1.18,0,0,0,0
33021,43766,51090,17.96955589,1.18,0,0,0,0
18957,8648,35544,9.654188109,1.18,0,0,0,0
22293,20764,2293,19.94335681,1.18,0,0,0,0
33049,2294,2293,18.83961283,1.18,0,0,0,0
54327,43767,2291,75.91723362,1.18,0,0,0,0
40135,10529,2292,19.30630852,1.18,0,0,0,0
31139,49231,2290,21.56796435,1.18,0,0,0,0
6461,30891,55719,153.2323867,1.18,0,0,0,0
29434,2293,30891,81.6095491,1.18,0,0,0,0
22292,2292,24540,85.91650717,1.18,0,0,0,0
35928,27270,2634,21.15022962,1.18,0,0,0,0
38333,26314,35542,38.19809554,1.18,0,0,0,0
31140,51090,2292,360.0703416,1.18,0,0,0,0
45484,11574,7807,33.48417354,1.18,0,0,0,0
34922,42854,30890,18.8287339,1.18,0,0,0,0
23702,9573,50187,43.67366889,1.18,0,0,0,0
20206,48341,27219,24.3684862,1.18,0,0,0,0
18799,12342,2282,36.40754726,1.18,0,0,0,0
38412,43755,16063,33.16864407,1.18,0,0,0,0
36264,38327,25430,46.75732782,1.18,0,0,0,0
24068,2288,58434,17.66688537,1.18,0,0,0,0
38058,2197,58420,85.39478936,1.18,0,0,0,0
45122,18007,52082,19.87937029,1.18,0,0,0,0
4651,54803,23530,27.91833541,1.18,0,0,0,0
45681,31857,38272,16.84307448,1.18,0,0,0,0
36662,35545,2282,41.8397721,1.18,0,0,0,0
39854,20880,46621,47.19413967,1.18,0,0,0,0
56346,58421,44656,13.49204873,1.18,0,0,0,0
25944,2282,48347,59.92476056,1.18,0,0,0,0
18703,21639,21638,39.1302057,1.18,0,0,0,0
3511,29973,33679,12.28435759,1.18,0,0,0,0
4958,25430,36514,162.743045,1.18,0,0,0,0
8469,30889,58432,139.6967337,1.18,0,0,0,0
16606,33679,3574,20.69155992,1.18,0,0,0,0
42019,55717,35545,236.6946693,1.18,0,0,0,0
35764,20484,2207,12.74988179,1.18,0,0,0,0
19051,2273,28120,239.2003684,1.18,0,0,0,0
36859,36445,2208,31.22175148,1.18,0,0,0,0
6458,48347,25370,159.1970344,1.18,0,0,0,0
45152,13246,9558,197.3481415,1.18,0,0,0,0
37738,57505,13245,66.97525118,1.18,0,0,0,0
27648,42998,45713,61.38619324,1.18,0,0,0,0
6570,58433,23482,145.54983,1.18,0,0,0,0
34920,38273,18006,28.48499443,1.18,0,0,0,0
54365,56585,35543,17.76386635,1.18,0,0,0,0
49174,58565,45717,110.8171258,1.18,0,0,0,0
31047,57545,26352,87.7206341,1.18,0,0,0,0
48804,32732,9558,15.48929329,1.18,0,0,0,0
3911,50186,12438,61.19667501,1.18,0,0,0,0
34921,3573,18006,18.811559,1.18,0,0,0,0
4955,28152,29080,49.58913178,1.18,0,0,0,0
5459,21638,22555,76.34528244,1.18,0,0,0,0
54342,19825,48348,57.89781565,1.18,0,0,0,0
44853,13307,2656,81.15637877,1.18,0,0,0,0
5616,23482,2284,335.5305348,1.18,0,0,0,0
6607,53977,57622,132.2374901,1.18,0,0,0,0
43358,21695,41955,18.43610128,1.18,0,0,0,0
42158,28120,58431,84.00756643,1.18,0,0,0,0
55931,38328,53917,203.1069264,1.18,0,0,0,0
18464,2207,16063,103.2422571,1.18,0,0,0,0
32695,26968,55718,127.8622035,1.18,0,0,0,0
52526,24423,38274,23.19574251,1.18,0,0,0,0
54049,22556,52990,15.02082108,1.18,0,0,0,0
36858,9560,25354,31.19001748,1.18,0,0,0,0
27430,9622,50249,25.70066086,1.18,0,0,0,0
38285,11564,19013,89.44240195,1.18,0,0,0,0
54276,44718,41974,40.20369717,1.18,0,0,0,0
35481,56998,20265,10.49543208,1.18,0,0,0,0
22240,2641,40145,34.88593591,1.18,0,0,0,0
47018,2204,20751,115.2882085,1.18,0,0,0,0
21991,39312,3225,111.3256869,1.18,0,0,0,0
39446,48968,29944,19.1432819,1.18,0,0,0,0
5836,53122,24527,65.89107937,1.18,0,0,0,0
22223,22555,21640,245.2983805,1.18,0,0,0,0
4959,35588,20806,80.11271792,1.18,0,0,0,0
36445,50247,32785,90.04042253,1.18,0,0,0,0
19053,2279,47426,92.22192859,1.18,0,0,0,0
22512,15135,43756,24.2932332,1.18,0,0,0,0
32658,21704,32785,26.27536891,1.18,0,0,0,0
3251,29077,41959,16.51987242,1.18,0,0,0,0
36488,46515,40132,17.94504663,1.18,0,0,0,0
3085,2638,51140,75.72656668,1.18,0,0,0,0
45409,38274,48348,55.47024768,1.18,0,0,0,0
22972,14258,29081,74.37023195,1.18,0,0,0,0
21997,16063,20750,163.0948611,1.18,0,0,0,0
10985,26629,55995,120.8143027,1.07,0,0,0,0
47179,38280,8661,42.44761408,1.18,0,0,0,0
32955,57506,15137,55.64360652,1.18,0,0,0,0
28975,18142,24472,17.26069152,1.18,0,0,0,0
3363,33681,38314,26.76697374,1.18,0,0,0,0
25722,19881,36514,26.09420018,1.18,0,0,0,0
3202,30880,8634,298.2557985,1.18,0,0,0,0
17723,54757,2205,39.23689246,1.18,0,0,0,0
38060,2200,57492,30.39830549,1.18,0,0,0,0
48901,10578,38329,52.13770483,1.18,0,0,0,0
25830,2286,2287,58.97085942,1.18,0,0,0,0
52503,45578,52075,19.82987839,1.18,0,0,0,0
49223,50190,34528,54.8609259,1.18,0,0,0,0
209506,190508,47469,18.67196344,1.18,0,0,0,0
25594,13296,29977,123.7796358,1.18,0,0,0,0
30871,17004,52990,34.76097563,1.18,0,0,0,0
47004,15191,56640,52.76017281,1.18,0,0,0,0
33130,19033,32865,34.86943356,1.18,0,0,0,0
56004,30936,2568,137.100529,1.18,0,0,0,0
36265,57546,53051,160.0815971,1.18,0,0,0,0
45339,2642,2196,291.6598692,1.18,0,0,0,0
36287,9558,48341,108.7084549,1.18,0,0,0,0
25698,46516,34623,55.93045261,1.18,0,0,0,0
38188,2637,36514,68.55741421,1.18,0,0,0,0
54035,29972,37453,27.25386568,1.18,0,0,0,0
3208,52075,49223,229.4991666,1.18,0,0,0,0
20377,22620,14270,43.23662901,1.18,0,0,0,0
6961,35543,58433,77.91335593,1.18,0,0,0,0
40139,29143,11561,52.87297782,1.18,0,0,0,0
33191,43769,25372,38.40417505,1.18,0,0,0,0
46906,25421,52129,30.84016192,1.18,0,0,0,0
55945,46532,57547,138.8957892,1.18,0,0,0,0
22137,11505,52130,55.45264517,1.18,0,0,0,0
27493,56625,38312,26.51177551,1.18,0,0,0,0
4954,29977,53052,62.32336528,1.18,0,0,0,0
52498,46517,25422,32.5096948,1.18,0,0,0,0
38332,31856,2276,390.1462638,1.18,0,0,0,0
54233,20806,8693,149.5543007,1.18,0,0,0,0
36666,45704,41143,31.38190103,1.18,0,0,0,0
5811,2287,55718,219.3872869,1.18,0,0,0,0
54086,2634,19880,67.8483331,1.18,0,0,0,0
29148,32784,30947,63.65163168,1.18,0,0,0,0
27485,23530,50236,41.73075641,1.18,0,0,0,0
4522,42904,11505,38.50034257,1.18,0,0,0,0
6951,20773,42866,35.38508889,1.18,0,0,0,0
40572,35829,44023,47.06550444,2.92,0,0,0,0
41870,50235,33682,142.7191109,1.18,0,0,0,0
32716,41959,29976,63.77813533,1.18,0,0,0,0
31292,2573,56627,61.43726481,1.18,0,0,0,0
38269,15137,2287,303.6759683,1.18,0,0,0,0
38191,33682,32777,135.2469759,1.18,0,0,0,0
4326,22618,10579,41.69358465,1.18,0,0,0,0
19900,34623,3114,172.5088658,1.18,0,0,0,0
50669,54804,53063,27.188017,1.18,0,0,0,0
50882,27344,15269,38.64307969,1.18,0,0,0,0
5207,29074,35579,63.43357281,1.18,0,0,0,0
39855,3225,57627,67.7729297,1.18,0,0,0,0
4966,7716,23530,65.01541045,1.18,0,0,0,0
30901,2572,12375,29.31076495,1.18,0,0,0,0
29119,10570,50234,77.98189161,1.18,0,0,0,0
36818,31957,3099,38.88701918,1.18,0,0,0,0
43531,50230,29073,105.1027864,1.18,0,0,0,0
27471,45628,14257,22.56215445,1.18,0,0,0,0
3089,45641,58483,46.96708633,1.18,0,0,0,0
43752,8759,16194,58.70346541,1.18,0,0,0,0
52288,57627,57626,89.375848,1.18,0,0,0,0
54084,32866,3228,39.00419842,1.18,0,0,0,0
48872,45715,26447,39.17736147,1.18,0,0,0,0
50799,46620,50333,28.70948769,1.18,0,0,0,0
52497,29079,58475,311.363586,1.18,0,0,0,0
43372,29080,13295,136.6097178,1.18,0,0,0,0
46141,50629,48465,13.20599716,1.18,0,0,0,0
50592,53049,2563,28.09657283,1.18,0,0,0,0
4478,50234,50235,67.16290787,1.18,0,0,0,0
22242,22619,14270,47.71609693,1.18,0,0,0,0
29146,22609,50230,41.08726257,1.18,0,0,0,0
47128,10579,53917,80.99298497,1.18,0,0,0,0
6952,42866,12348,37.52660185,1.18,0,0,0,0
51065,15136,34678,222.8111896,1.18,0,0,0,0
47160,50236,36506,141.6154767,1.18,0,0,0,0
36665,35652,47537,77.89063337,1.18,0,0,0,0
11113,40419,4419,37.56020134,3.5,0,0,0,0
54034,2561,37453,40.77149692,1.18,0,0,0,0
7208,56722,20880,82.37376237,1.18,0,0,0,0
4526,52130,53064,141.1262025,1.18,0,0,0,0
27665,26439,50322,39.79999689,1.18,0,0,0,0
36266,22611,42903,58.97103912,1.18,0,0,0,0
38417,32785,13305,287.2576965,1.18,0,0,0,0
10834,11721,46771,44.58414749,0.56,0,0,0,0
5833,43875,3112,36.63504018,1.18,0,0,0,0
20331,14257,2577,31.5457227,1.18,0,0,0,0
54029,50248,29986,41.1855551,1.18,0,0,0,0
3510,21693,39224,32.26795224,1.18,0,0,0,0
3515,50233,38314,46.31239454,1.18,0,0,0,0
4963,41960,7715,47.26286579,1.18,0,0,0,0
43344,29081,33683,147.7349035,1.18,0,0,0,0
25564,16129,14269,69.74189555,1.18,0,0,0,0
29353,24526,3105,66.51703809,1.18,0,0,0,0
10825,4420,36751,34.24663169,0.05,0,0,0,0
8461,2209,35529,35.51125934,1.18,0,0,0,0
22112,58483,9622,103.8663836,1.18,0,0,0,0
27590,29144,28215,44.46491587,1.18,0,0,0,0
3518,23529,56628,34.03285513,1.18,0,0,0,0
50917,55727,16090,36.51113904,1.18,0,0,0,0
46775,37412,54779,58.12983307,1.18,0,0,0,0
25657,53065,22618,43.19089617,1.18,0,0,0,0
5835,27328,53122,43.0760254,1.18,0,0,0,0
36263,55758,29079,65.46774356,1.18,0,0,0,0
23848,2577,22611,148.027215,1.18,0,0,0,0
38192,32777,23530,193.3080275,1.18,0,0,0,0
4956,19880,45638,144.8653487,1.18,0,0,0,0
4508,47469,29976,59.10241183,1.18,0,0,0,0
4507,29976,2575,84.2365927,1.18,0,0,0,0
53584,35247,24151,108.2292505,1.18,0,0,0,0
34599,53064,2634,154.0186036,1.18,0,0,0,0
27569,23469,40144,172.9126852,1.18,0,0,0,0
43694,41072,20806,118.5257193,1.18,0,0,0,0
34648,3239,58565,119.8669041,1.18,0,0,0,0
34497,48404,40143,141.6762077,1.18,0,0,0,0
43530,3114,14258,236.0027799,1.18,0,0,0,0
18153,32898,52746,68.7315003,1.18,0,0,0,0
36432,38330,41075,51.87803068,1.18,0,0,0,0
33186,56721,27351,38.45614978,1.18,0,0,0,0
49109,54779,16092,108.760618,1.18,0,0,0,0
39988,42903,2576,63.68605809,1.18,0,0,0,0
4523,53063,52141,48.69593754,1.18,0,0,0,0
54082,18047,9611,60.08603164,1.18,0,0,0,0
40346,34678,43856,59.7486456,1.18,0,0,0,0
18445,48406,29092,59.98345452,1.18,0,0,0,0
4524,52141,13296,188.9472357,1.18,0,0,0,0
41871,2576,47469,59.80281148,1.18,0,0,0,0
7299,49390,16236,42.69399286,1.18,0,0,0,0
54149,36513,53916,71.75640835,1.18,0,0,0,0
49219,53147,3224,58.81301712,1.18,0,0,0,0
54282,25500,55837,42.75292458,1.18,0,0,0,0
42140,22878,30257,64.26515077,2.8,0,0,0,0
5883,19013,46591,153.8074635,1.18,0,0,0,0
43751,50333,36606,57.0173671,1.18,0,0,0,0
54083,12375,29076,55.46833462,1.18,0,0,0,0
16583,16091,48968,109.7867904,1.18,0,0,0,0
48818,11448,44655,191.3769013,1.18,0,0,0,0
22131,56628,41960,87.18255136,1.18,0,0,0,0
38190,7715,42903,78.78487567,1.18,0,0,0,0
50794,34637,23546,44.05853733,1.18,0,0,0,0
43485,29092,2649,86.04902883,1.18,0,0,0,0
35034,8647,52996,63.00530109,1.18,0,0,0,0
25760,51140,46533,375.3012932,1.18,0,0,0,0
55851,29073,53049,97.25561817,1.18,0,0,0,0
38439,2563,49271,75.43089291,1.18,0,0,0,0
4506,2575,10570,172.9659015,1.18,0,0,0,0
35965,43856,46478,297.0710558,1.18,0,0,0,0
3512,34620,29073,89.51800046,1.18,0,0,0,0
27586,26436,34712,47.15777421,1.18,0,0,0,0
18751,14340,38395,65.00667744,1.18,0,0,0,0
45304,3227,18110,47.63037648,1.18,0,0,0,0
38438,49271,21693,83.51763327,1.18,0,0,0,0
55799,29986,29092,110.6085191,1.18,0,0,0,0
29507,3226,32865,64.5257551,1.18,0,0,0,0
47021,29076,41959,114.3496448,1.18,0,0,0,0
54085,48405,53916,85.87663881,1.18,0,0,0,0
45283,53052,11505,186.9563155,1.18,0,0,0,0
27582,10582,2656,44.69751196,1.18,0,0,0,0
35288,30257,58765,101.0440917,0.98,0,0,0,0
47272,10581,13307,43.08358449,1.18,0,0,0,0
4527,53916,30946,194.7832067,1.18,0,0,0,0
53175,43119,39461,115.9429506,1.16,0,0,0,0
10833,51375,46771,245.7703919,1.34,0,0,0,0
10826,4419,24708,162.6869283,1.53,0,0,0,0
36860,2274,32898,136.6001686,1.18,0,0,0,0
20172,28161,2653,51.55478188,1.18,0,0,0,0
18642,2660,41976,85.37017168,1.18,0,0,0,0
5864,55838,58547,50.43683836,1.18,0,0,0,0
55994,58475,57546,168.607901,1.18,0,0,0,0
10832,36751,51375,99.83232448,1.54,0,0,0,0
30974,3228,58482,140.0698363,1.18,0,0,0,0
28092,46771,37510,180.0978351,2,0,0,0,0
22025,41955,12375,202.0883161,1.18,0,0,0,0
29902,40420,22878,136.6707887,1.14,0,0,0,0
43496,58482,27272,257.4137899,1.18,0,0,0,0
3514,9611,34621,145.5929342,1.18,0,0,0,0
27084,15181,56628,131.9402695,1.18,0,0,0,0
34460,41075,15191,148.8500909,1.18,0,0,0,0
36582,13306,10582,69.73844346,1.18,0,0,0,0
45678,52996,2274,179.5104543,1.18,0,0,0,0
7206,15276,3226,84.01196601,1.18,0,0,0,0
4632,58563,17146,90.1755087,1.18,0,0,0,0
5806,23546,13306,96.18271269,1.18,0,0,0,0
41849,17146,3227,105.6114695,1.18,0,0,0,0
3004,27272,29986,246.7449156,1.18,0,0,0,0
C1              ,55719,J1              ,400,0.01,0,0,0,0
C2              ,45146,25816,400,0.01,0,0,0,0
C3              ,25816,48465,400,0.01,0,0,0,0
C4              ,24122,15752,400,0.01,0,0,0,0
